Summary,,,,,,,,,,,,,,,,,,,,,,,,
Bin Size,15 minutes,,,,,,,,,,,,,,,,,,,,,,,
Time Zone,America/Toronto,,,,,,,,,,,,,,,,,,,,,,,
Start Time,1/1/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,
End Time,2/29/2020 23:59,,,,,,,,,,,,,,,,,,,,,,,
Location,Malden Road and Huron Church Road,,,,,,,,,,,,,,,,,,,,,,,
Latitude and Longitude,"42.28262976,-83.05514523",,,,,,,,,,,,,,,,,,,,,,,
Lights,,,,,,,,,,,,,,,,,,,,,,,,
Entry,North,,,,,,East,,,,,,South,,,,,,West,,,,,
Direction,Southbound,,,,,,Westbound,,,,,,Northbound,,,,,,Eastbound,,,,,
Start Time,Right,Thru,Left,U-Turn,Peds CW,Peds CCW,Right,Thru,Left,U-Turn,Peds CW,Peds CCW,Right,Thru,Left,U-Turn,Peds CW,Peds CCW,Right,Thru,Left,U-Turn,Peds CW,Peds CCW
1/2/2020 5:30,12,35,0,0,0,0,1,7,1,0,0,0,1,60,2,0,0,0,8,2,6,0,0,0
1/2/2020 5:45,11,58,0,0,0,0,0,1,6,0,0,0,1,98,2,0,0,0,6,1,12,0,0,0
1/2/2020 6:00,3,54,2,0,0,0,1,1,1,0,0,0,0,113,2,0,0,0,5,0,10,0,0,0
1/2/2020 6:15,6,61,0,0,0,0,3,1,0,0,0,0,0,131,4,0,0,0,5,1,15,0,0,0
1/2/2020 6:30,6,91,0,0,0,0,1,3,6,0,0,0,1,121,5,0,0,0,14,2,25,0,0,0
1/2/2020 6:45,17,86,1,0,0,0,0,4,1,0,0,0,3,138,7,0,0,0,7,5,28,0,0,0
1/2/2020 7:00,9,76,0,0,0,0,0,4,5,0,0,0,1,124,2,0,0,0,12,7,20,0,0,0
1/2/2020 7:15,12,83,0,0,0,0,3,2,2,0,0,0,4,175,7,0,0,0,8,4,18,0,0,0
1/2/2020 7:30,9,79,0,0,0,0,2,6,7,0,0,0,2,166,4,0,0,0,12,7,26,0,0,0
1/2/2020 7:45,19,94,0,0,0,0,1,15,7,0,0,0,1,160,6,0,0,0,7,9,30,0,0,0
1/2/2020 8:00,14,77,1,0,0,0,2,5,2,0,0,0,4,165,1,0,0,0,14,16,30,0,0,0
1/2/2020 8:15,11,74,1,0,0,0,1,3,10,0,0,0,5,174,4,0,0,0,12,10,29,0,0,0
1/2/2020 8:30,11,82,3,0,0,0,4,3,12,0,0,0,2,182,6,0,0,0,16,5,19,0,0,0
1/2/2020 8:45,14,82,1,0,0,0,0,6,6,0,0,0,3,151,6,0,0,0,16,9,33,0,0,0
1/2/2020 9:00,19,70,0,0,0,0,2,4,7,0,0,0,2,139,4,0,0,0,11,5,18,0,0,0
1/2/2020 9:15,13,70,2,0,0,0,0,7,7,0,0,0,1,145,3,0,0,0,6,11,18,0,0,0
1/2/2020 9:30,8,62,1,0,0,0,1,8,2,0,0,0,2,149,8,0,0,0,8,13,13,0,0,0
1/2/2020 9:45,21,99,3,0,0,0,0,7,5,0,0,0,4,147,8,0,0,0,8,4,23,0,0,0
1/2/2020 10:00,16,99,2,0,0,0,2,6,3,0,0,0,6,129,4,0,0,0,10,7,11,0,0,0
1/2/2020 10:15,25,103,2,0,0,0,3,6,7,0,0,0,0,138,2,0,0,0,10,7,29,0,0,0
1/2/2020 10:30,19,97,2,0,0,0,0,7,6,0,0,0,6,134,3,0,0,0,11,9,21,0,0,0
1/2/2020 10:45,21,104,5,0,0,0,4,11,10,0,0,0,7,130,5,0,0,0,5,10,26,0,0,0
1/2/2020 11:00,8,76,2,0,0,0,3,6,8,0,0,0,8,153,4,0,0,0,4,12,16,0,0,0
1/2/2020 11:15,18,120,3,0,0,0,5,18,9,0,0,0,10,182,2,0,0,0,5,17,28,0,0,0
1/2/2020 11:30,18,96,3,0,0,0,3,9,8,0,0,0,6,154,7,0,0,0,8,12,24,0,0,0
1/2/2020 11:45,21,135,4,0,0,0,1,17,13,0,0,0,9,179,3,0,0,0,10,16,36,0,0,0
1/2/2020 12:00,34,132,3,0,0,0,4,8,9,0,0,0,5,182,3,0,0,0,22,15,37,0,0,0
1/2/2020 12:15,19,136,5,0,0,0,7,15,11,0,0,0,1,176,11,0,0,0,11,12,40,0,0,0
1/2/2020 12:30,27,130,0,0,0,0,2,21,9,0,0,0,6,180,4,0,0,0,5,16,25,0,0,0
1/2/2020 12:45,16,138,4,0,0,0,5,14,10,0,0,0,4,181,8,0,0,0,11,10,35,0,0,0
1/2/2020 13:00,20,122,4,0,0,0,5,22,12,0,0,0,6,190,7,0,0,0,8,12,31,0,0,0
1/2/2020 13:15,21,143,5,0,0,0,6,12,15,0,0,0,10,173,7,0,0,0,18,18,30,0,0,0
1/2/2020 13:30,32,154,4,0,0,0,1,15,14,0,0,0,8,150,12,0,0,0,8,15,34,0,0,0
1/2/2020 13:45,32,145,3,0,0,0,4,14,16,0,0,0,9,167,4,0,0,0,11,13,25,0,0,0
1/2/2020 14:00,21,167,4,0,0,0,3,16,10,0,0,0,7,161,3,0,0,0,10,15,30,0,0,0
1/2/2020 14:15,25,169,7,0,0,0,7,19,11,0,0,0,8,164,3,0,0,0,9,18,33,0,0,0
1/2/2020 14:30,29,180,0,0,0,0,4,19,18,0,0,0,7,187,4,0,0,0,2,13,33,0,0,0
1/2/2020 14:45,26,170,5,0,0,0,2,11,9,0,0,0,8,186,6,0,0,0,7,10,22,0,0,0
1/2/2020 15:00,23,214,6,0,0,0,1,28,10,0,0,0,3,178,2,0,0,0,18,12,26,0,0,0
1/2/2020 15:15,33,186,10,0,0,0,1,11,15,0,0,0,10,207,7,0,0,0,12,10,28,0,0,0
1/2/2020 15:30,39,246,4,0,0,0,5,11,20,0,0,0,12,195,7,0,0,0,15,8,20,0,0,0
1/2/2020 15:45,39,227,9,0,0,0,3,23,12,0,0,0,10,216,4,0,0,0,5,11,26,0,0,0
1/2/2020 16:00,39,225,16,0,0,0,4,22,12,0,0,0,3,157,3,0,0,0,13,9,27,0,0,0
1/2/2020 16:15,45,225,8,0,0,0,7,16,13,0,0,0,6,168,7,0,0,0,9,9,20,0,0,0
1/2/2020 16:30,49,255,8,0,0,0,7,20,17,0,0,0,10,186,5,0,0,0,16,23,33,0,0,0
1/2/2020 16:45,60,252,8,0,0,0,3,26,22,0,0,0,4,171,7,0,0,0,8,18,33,0,0,0
1/2/2020 17:00,40,207,16,0,0,0,4,23,9,0,0,0,12,180,7,0,0,0,11,13,32,0,0,0
1/2/2020 17:15,57,237,9,0,0,0,2,21,13,0,0,0,11,219,5,0,0,0,14,12,22,0,0,0
1/2/2020 17:30,37,186,11,0,0,0,7,20,17,0,0,0,7,199,11,0,0,0,8,10,23,0,0,0
1/2/2020 17:45,52,242,6,0,0,0,3,9,11,0,0,0,7,201,9,0,0,0,25,13,29,0,0,0
1/2/2020 18:00,31,172,5,0,0,0,2,8,18,0,0,0,4,150,12,0,0,0,8,11,27,0,0,0
1/2/2020 18:15,34,186,8,0,0,0,4,10,5,0,0,0,6,158,10,0,0,0,8,13,30,0,0,0
1/2/2020 18:30,40,132,7,0,0,0,4,10,12,0,0,0,5,134,5,0,0,0,11,8,18,0,0,0
1/2/2020 18:45,22,126,5,0,0,0,5,10,12,0,0,0,10,159,4,0,0,0,4,7,13,0,0,0
1/2/2020 19:00,24,109,4,0,0,0,3,3,11,0,0,0,10,117,5,0,0,0,10,7,20,0,0,0
1/2/2020 19:15,31,137,0,0,0,0,3,15,6,0,0,0,5,150,5,0,0,0,9,8,9,0,0,0
1/2/2020 19:30,28,133,5,0,0,0,1,5,10,0,0,0,7,136,7,0,0,0,11,5,15,0,0,0
1/2/2020 19:45,20,116,6,0,0,0,0,4,9,0,0,0,5,106,3,0,0,0,5,1,17,0,0,0
1/2/2020 20:00,16,117,6,0,0,0,7,5,9,0,0,0,3,104,1,0,0,0,5,3,13,0,0,0
1/2/2020 20:15,20,96,7,0,0,0,4,13,7,0,0,0,8,104,4,0,0,0,5,4,14,0,0,0
1/2/2020 20:30,16,92,2,0,0,0,2,7,9,0,0,0,8,100,6,0,0,0,8,5,17,0,0,0
1/2/2020 20:45,23,95,5,0,0,0,3,7,5,0,0,0,12,74,2,0,0,0,8,3,11,0,0,0
1/2/2020 21:00,10,94,7,0,0,0,3,9,8,0,0,0,7,87,2,0,0,0,7,7,23,0,0,0
1/2/2020 21:15,14,97,5,0,0,0,2,6,12,0,0,0,4,93,5,0,0,0,10,6,10,0,0,0
1/2/2020 21:30,15,71,10,0,0,0,3,5,4,0,0,0,3,73,7,0,0,0,9,8,9,0,0,0
1/2/2020 21:45,13,92,5,0,0,0,4,2,7,0,0,0,2,70,0,0,0,0,5,6,14,0,0,0
1/2/2020 22:00,13,92,4,0,0,0,3,1,5,0,0,0,3,68,4,0,0,0,6,3,6,0,0,0
1/2/2020 22:15,6,74,4,0,0,0,2,1,4,0,0,0,6,63,2,0,0,0,4,2,6,0,0,0
1/2/2020 22:30,12,66,2,0,0,0,3,2,5,0,0,0,1,70,4,0,0,0,3,2,7,0,0,0
1/2/2020 22:45,8,64,4,0,0,0,1,1,2,0,0,0,3,81,2,0,0,0,3,2,4,0,0,0
1/2/2020 23:00,10,71,1,0,0,0,2,5,4,0,0,0,4,63,0,0,0,0,2,3,7,0,0,0
1/2/2020 23:15,9,49,1,0,0,0,1,2,2,0,0,0,1,66,2,0,0,0,1,5,6,0,0,0
1/2/2020 23:30,8,63,2,0,0,0,1,1,4,0,0,0,0,37,1,0,0,0,0,1,5,0,0,0
1/2/2020 23:45,5,46,2,0,0,0,0,3,3,0,0,0,1,43,1,0,0,0,4,0,6,0,0,0
1/3/2020 0:00,11,54,1,0,0,0,0,4,0,0,0,0,1,34,1,0,0,0,0,1,12,0,0,0
1/3/2020 0:15,5,33,2,0,0,0,0,0,0,0,0,0,1,36,1,0,0,0,1,0,3,0,0,0
1/3/2020 0:30,5,26,2,0,0,0,2,1,2,0,0,0,1,27,3,0,0,0,2,2,5,0,0,0
1/3/2020 0:45,1,34,0,0,0,0,0,0,1,0,0,0,0,30,1,0,0,0,0,1,3,0,0,0
1/3/2020 1:00,3,22,2,0,0,0,0,0,5,0,0,0,0,22,1,0,0,0,0,1,3,0,0,0
1/3/2020 1:15,1,26,0,0,0,0,0,1,1,0,0,0,1,25,1,0,0,0,0,1,0,0,0,0
1/3/2020 1:30,1,23,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,2,3,0,0,0
1/3/2020 1:45,5,30,2,0,0,0,1,0,0,0,0,0,1,14,1,0,0,0,0,0,1,0,0,0
1/3/2020 2:00,3,21,0,0,0,0,0,0,1,0,0,0,1,17,1,0,0,0,3,0,2,0,0,0
